Time_Video,RAFT_P1_Y_Filtered,DIS_P1_Y_Filtered
545.3,-0.01523573157193934,0.0006369518493414572
545.3333329999999,-0.00988254425812311,0.02085976328981875
545.366666,-0.002108759536344279,0.034618456922446146
545.399999,0.005963432925479303,0.03796610931842416
545.433332,0.012397058628143153,0.03029396623808752
545.4666649999999,0.01565476790253533,0.014674769905229687
545.499998,0.014998180084721,-0.0036749495793270723
545.533331,0.010640245137719636,-0.019340892544862986
545.566664,0.0035098548768773695,-0.028513883607925408
545.5999969999999,-0.004938324807245218,-0.02956707564020007
545.63333,-0.012841776269394312,-0.022912879279805974
545.666663,-0.01805162551631621,-0.011106465923371963
545.6999959999999,-0.018662230622623895,0.0019611822042930518
545.7333289999999,-0.014045696010817607,0.012376847475109434
545.766662,-0.005098535068489571,0.017573364934830315
545.799995,0.006108456260294402,0.01753750701822724
545.8333279999999,0.016260612720643407,0.014344658807685576
545.8666609999999,0.022061273613937907,0.009710813449106131
545.899994,0.021846081807138235,0.004366141377082995
545.933327,0.01547895062886066,-0.0009589928163980235
545.9666599999999,0.004411462946687774,-0.0055930234032801965
545.9999929999999,-0.008356365838949222,-0.008878123089523519
546.033326,-0.01909439207464238,-0.010182006876794556
546.066659,-0.024303100536401643,-0.009535459417254524
546.0999919999999,-0.02222870783495862,-0.007597119526862345
546.1333249999999,-0.013776204802654509,-0.005044999867619174
546.166658,-0.001525865378934104,-0.002245649535425722
546.199991,0.011087873577987706,0.000772891320966474
546.2333239999999,0.02033218702529696,0.004120722038391125
546.266657,0.02357632706695433,0.007713670356900197
546.29999,0.019955051596706172,0.010549819706822013
546.333323,0.010576821130942106,0.011116983431380515
546.3666559999999,-0.0017006751825644885,0.008804491800930665
546.399989,-0.013360403167778978,0.0036740870279935254
546.433322,-0.02133055316100267,-0.0034144678094885704
546.466655,-0.023275212553977423,-0.010046205065799053
546.4999879999999,-0.01803336754047384,-0.01387943918164328
546.533321,-0.006718377633887273,-0.014079150273472384
546.566654,0.00722891343254746,-0.010603336946787317
546.5999869999999,0.019093100458508896,-0.0038011561704474105
546.6333199999999,0.024839023974332634,0.004739439026535265
546.666653,0.022782810538322065,0.012258579817344968
546.699986,0.013502104169231963,0.01652113300228046
546.7333189999999,-0.0003677650601605905,0.016486775779173825
546.7666519999999,-0.014555555622082234,0.01180989266722064
546.799985,-0.024555700300731797,0.003366476549181323
546.833318,-0.026962870946079194,-0.006333259489090465
546.8666509999999,-0.020809217789743924,-0.014472830186693934
546.8999839999999,-0.008081243509215973,-0.01919893110255511
546.933317,0.006977860893345714,-0.01934648442944659
546.96665,0.01952319227680716,-0.014686503599954806
546.9999829999999,0.026050141155167263,-0.00620068762007715
547.0333159999999,0.024844042889550957,0.00493121710216438
547.066649,0.016387159214002356,0.016293990515061543
547.099982,0.003757088977631661,0.02429620512145369
547.1333149999999,-0.00895537060893966,0.02650321488111061
547.166648,-0.01837701816258296,0.0218818066653241
547.199981,-0.022329802070980717,0.01117739813010171
547.233314,-0.02019312295646956,-0.0029731840327631345
547.2666469999999,-0.013029256643421553,-0.017309330825174683
547.29998,-0.003014225066093347,-0.028322452325941265
547.333313,0.007073686247585213,-0.03282184833756498
547.366646,0.014808292021697261,-0.029195621891942927
547.3999789999999,0.018562260398937627,-0.017938478016319252
547.433312,0.017206885140211733,-0.0014506840421861442
547.466645,0.011051425657944541,0.016506140508899526
547.4999779999999,0.0021165249214563577,0.031072795567395665
547.5333109999999,-0.0068098971259515206,0.03748592681453867
547.566644,-0.013136481151648356,0.03394281314813414
547.599977,-0.01556640626385115,0.021914052676913025
547.6333099999999,-0.01391774611647238,0.0043739274726764575
547.6666429999999,-0.008653815197433952,-0.014663584637508609
547.699976,-0.0011416450247075723,-0.030398709919191653
547.733309,0.006410722213258832,-0.038092290658731875
547.7666419999999,0.011805967194711206,-0.03489661836583733
547.7999749999999,0.013856825133776753,-0.02153329551991547
547.833308,0.012230901897482237,-0.0020275308734806698
547.866641,0.0074719550240664595,0.017895707892104824
547.8999739999999,0.0010415259286562363,0.03254053459695759
547.9333069999999,-0.005363336483892088,0.03792775856774179
547.96664,-0.010082467547843315,0.032340567914989814
547.999973,-0.011862467528196578,0.01672674473281088
548.0333059999999,-0.010340145443644306,-0.00466421166091812
548.066639,-0.006287069361427926,-0.0254836126911704
548.099972,-0.0011025879899571821,-0.03918718447907206
548.133305,0.0039809844479164,-0.041125235007194734
548.1666379999999,0.007568075699756695,-0.030240746532768682
548.199971,0.008525743757528709,-0.009525176917376978
548.233304,0.0074428952211141285,0.014562181766126822
548.266637,0.005350161709311071,0.034550293992788875
548.2999699999999,0.0023924377861502433,0.04464781847628098
548.333303,-0.0010455034532177423,0.04168295399893221
548.366636,-0.004331097860535099,0.02577836212964254
548.3999689999999,-0.007089488927175955,0.0012634708215505898
548.4333019999999,-0.00863855776793805,-0.02423079031604886
548.466635,-0.007905411811054343,-0.042773068141534885
548.499968,-0.004561543457098121,-0.04866699292641226
548.5333009999999,0.00022396055130992769,-0.03969523673524188
548.5666339999999,0.0047148841063055745,-0.018523630548549417
548.599967,0.007847723220883014,0.007980578531286722
548.6333,0.00896346296071534,0.03218077706851476
548.6666329999999,0.0077528497840928835,0.04756962444837713
548.6999659999999,0.004720668469323937,0.04963854108203481
548.733299,0.0008576638262719641,0.03738220789300902
548.766632,-0.002922888821414062,0.013885440290693454
548.7999649999999,-0.006148278773102639,-0.014473775860422885
548.8332979999999,-0.00820131253348877,-0.03953764228040612
548.866631,-0.008155315776744125,-0.053801108335730576
548.899964,-0.005893105955912561,-0.052955728535284526
548.9332969999999,-0.002454438155695168,-0.036792065556962045
548.96663,0.0012278655958941624,-0.009310028448257946
548.999963,0.004828615627465892,0.022298921528460667
549.033296,0.007729484369838234,0.04924630517875205
549.0666289999999,0.009041463812883694,0.06322840477375262
549.099962,0.008410672550443319,0.05939627943153916
549.133295,0.005843674580123444,0.03781131620434806
549.166628,0.001313153499189174,0.0036818396409491645
549.1999609999999,-0.004629747550845448,-0.03368927044739776
549.233294,-0.010349560495848188,-0.06335358750113629
549.266627,-0.013740776892322691,-0.07566308288853255
549.2999599999999,-0.013563444880984606,-0.06596089217867301
549.3332929999999,-0.0096184731237844,-0.036602120868440745
549.366626,-0.0023608299717905864,0.004393640381336369
549.399959,0.006814436979419409,0.04582208276955986
549.4332919999999,0.015369887771053902,0.0762018474198196
549.4666249999999,0.01992447732675257,0.08645015806298732
549.499958,0.018530960191449987,0.07237334803228432
549.533291,0.012008888987001894,0.03665251955896316
549.5666239999999,0.0019715175525136484,-0.011758059806413049
549.5999569999999,-0.009664372413060535,-0.059584103161157614
549.63329,-0.019778103991746926,-0.09237998004999334
549.666623,-0.02502924462106892,-0.09938513769724168
549.6999559999999,-0.023406232712458005,-0.07735430089080406
549.7332889999999,-0.014926227603869064,-0.0317012545496382
549.766622,-0.001515852934025531,0.024860687958995438
549.799955,0.013302709500525938,0.07605405567654469
549.8332879999999,0.025182635096219427,0.10685116483423512
549.866621,0.030624999359368632,0.10795812729742843
549.899954,0.02795021680161968,0.07826753388339056
549.933287,0.01718298575652335,0.024906305112370478
549.9666199999999,0.0005372715912770042,-0.03791008165283486
549.999953,-0.017430784524026213,-0.0920664529484303
550.033286,-0.031198576312935516,-0.12090421393635607
550.066619,-0.03643907271837648,-0.1146763263649223
550.0999519999999,-0.031449100544917355,-0.07416844490399481
550.133285,-0.017240772580254454,-0.011169879287538438
550.166618,0.0025791116276204194,0.05613820299740832
550.1999509999999,0.022744928046052517,0.10907175639516689
550.2332839999999,0.03763280230961286,0.13199693451096653
550.266617,0.04272566064131051,0.117077011890685
550.29995,0.03600937242322396,0.0674784558514106
550.3332829999999,0.018400825494865363,-0.00396964348442666
550.3666159999999,-0.0061036344982021585,-0.07771081957180043
550.399949,-0.030994140733510686,-0.13203427110292382
550.433282,-0.04891198754335599,-0.14985028350147003
550.4666149999999,-0.05405828139116955,-0.12445838950838808
550.4999479999999,-0.04400645884238696,-0.06186595721391876
550.533281,-0.020380125130331713,0.020973958632848986
550.566614,0.011089597066047084,0.10131688758046556
550.5999469999999,0.04149824650744556,0.1562769547911822
550.6332799999999,0.061669391814537594,0.1690082309399554
550.666613,0.06517678235460891,0.13430286490410576
